time/fps,time/time_elapsed,time/total_timesteps,time/iterations,time/rollout_time,time/train_time,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/clip_range_vf,train/explained_variance,train/std,train/approx_kl,train/policy_gradient_loss,train/loss,train/entropy_loss
1641,21116,34668544,529,35.761833906173706,1.139758825302124,0.0001,5280,0.1,0.07009124755859375,14.738538551330567,1000.0,0.90928715467453,0.7096115946769714,0.0018437983,-0.0034745570170343853,7.221794128417969,-24.913353657722475
1641,21153,34734080,530,35.54552435874939,1.132096529006958,0.0001,5290,0.1,0.06991119384765625,13.621215724945069,1000.0,0.9174649119377136,0.7089628577232361,0.0019374454,-0.00358114127011504,7.202424049377441,-24.890180468559265
1642,21189,34799616,531,35.20617461204529,1.1166927814483643,0.0001,5300,0.1,0.0656005859375,13.693489754199982,1000.0,0.91930091381073,0.7086142301559448,0.0018573832,-0.0033754354837583376,6.447567462921143,-24.869076991081236
1642,21226,34865152,532,35.57179141044617,1.1996593475341797,0.0001,5310,0.1,0.0806243896484375,14.944689011573791,1000.0,0.9154741168022156,0.7085170745849609,0.0019436298,-0.003323881537653506,7.734899520874023,-24.857029819488524
1642,21262,34930688,533,34.6229031085968,1.1199052333831787,0.0001,5320,0.1,0.06831207275390624,13.194697463512421,1000.0,0.919177234172821,0.7078992128372192,0.001895464,-0.0034116397670004516,6.114205360412598,-24.84231996536255
1643,21298,34996224,534,35.22398924827576,1.1226611137390137,0.0001,5330,0.1,0.066595458984375,15.467311835289001,1000.0,0.9116946458816528,0.7074241042137146,0.0019221754,-0.003439247619826347,7.851240158081055,-24.824070525169372
1643,21335,35061760,535,35.394542932510376,1.13446044921875,0.0001,5340,0.1,0.0777496337890625,13.743781840801239,1000.0,0.9158637523651123,0.7069748640060425,0.0019991153,-0.003862865893461276,7.4381303787231445,-24.806349134445192
1643,21371,35127296,536,35.30858659744263,1.1136605739593506,0.0001,5350,0.1,0.08362274169921875,14.520273530483246,1000.0,0.9171412587165833,0.7069429159164429,0.0020325044,-0.003652431345835794,7.059857368469238,-24.795309710502625
1643,21408,35192832,537,35.314945459365845,1.1488697528839111,0.0001,5360,0.1,0.07198028564453125,14.660878622531891,1000.0,0.9151984453201294,0.7061882019042969,0.0019153069,-0.0034919165671453813,6.743997097015381,-24.780076718330385
1644,21444,35258368,538,35.25969648361206,1.15317964553833,0.0001,5370,0.1,0.07825469970703125,14.841246366500854,1000.0,0.9150277972221375,0.7056236267089844,0.0020564916,-0.0032733519838075154,7.4181599617004395,-24.75725438594818
1644,21481,35323904,539,35.253854513168335,1.1622111797332764,0.0001,5380,0.1,0.075250244140625,12.453794312477111,1000.0,0.9247323274612427,0.7048792839050293,0.0022101845,-0.003425487328786403,6.17604398727417,-24.733522915840148
1644,21517,35389440,540,35.268779277801514,1.1558418273925781,0.0001,5390,0.1,0.07175750732421875,13.921885669231415,1000.0,0.9181355237960815,0.7043701410293579,0.001932845,-0.0034482763119740413,7.32584810256958,-24.710943746566773
1644,21554,35454976,541,35.71426248550415,1.1569921970367432,0.0001,5400,0.1,0.06808624267578126,12.403639829158783,1000.0,0.9287570118904114,0.7037506103515625,0.0020051356,-0.0033574029774172233,6.019254684448242,-24.688503766059874
1645,21590,35520512,542,35.40573859214783,1.1574325561523438,0.0001,5410,0.1,0.0772857666015625,13.216535687446594,1000.0,0.9256069660186768,0.7030738592147827,0.0020051547,-0.0037316694943001494,6.431388854980469,-24.662213802337646
1645,21627,35586048,543,35.49684238433838,1.234104871749878,0.0001,5420,0.1,0.07977752685546875,15.081852114200592,1000.0,0.9125359058380127,0.7027889490127563,0.0019507238,-0.0036379957615281454,7.5458455085754395,-24.641353797912597
1645,21664,35651584,544,35.46214485168457,1.1764073371887207,0.0001,5430,0.1,0.0731719970703125,14.405254209041596,1000.0,0.9186842441558838,0.7025483846664429,0.0019331825,-0.0033526420258567667,7.036112308502197,-24.631244492530822
1645,21701,35717120,545,35.52260231971741,1.1872317790985107,0.0001,5440,0.1,0.07870330810546874,15.488322985172271,1000.0,0.9120582342147827,0.702140212059021,0.001982615,-0.0035333594656549393,7.543054580688477,-24.61761682033539
1646,21737,35782656,546,35.634639263153076,1.2218797206878662,0.0001,5450,0.1,0.07262420654296875,14.618348920345307,1000.0,0.9150879979133606,0.7012490034103394,0.0021811887,-0.003461859618255403,7.263883590698242,-24.593652653694154
1646,21773,35848192,547,34.94711899757385,1.1787645816802979,0.0001,5460,0.1,0.066033935546875,13.87781012058258,1000.0,0.9201175570487976,0.7008682489395142,0.0016987543,-0.003496637594071217,7.219357967376709,-24.569556975364684
